Путь,Категории,Кол-во,УЗ,Формат,Рекомендации
Прочее\fin_teh.pdf,"standard_fio: 1, standard_address: 4, payment_cvv: 19, special_health: 8",32,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\fis_podg_ino.pdf,"standard_dob: 5, standard_address: 5, payment_cvv: 13",23,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\fk.pdf,"standard_fio: 8, standard_dob: 5, standard_address: 9, payment_cvv: 12",34,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\formo.rtf,"standard_email: 1, payment_cvv: 1",2,УЗ-2,.rtf,AES-256 + RBAC + Аудит
Прочее\formulario_inscripcion_dele_2022.pdf,"standard_email: 5, payment_cvv: 2",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\gender_equality_plan.pdf,"standard_dob: 4, payment_cvv: 28",32,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\geo.pdf,"standard_fio: 2, standard_address: 9, payment_cvv: 23, special_health: 2",36,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\geo_inf.pdf,"standard_fio: 1, standard_dob: 5, standard_address: 4, payment_cvv: 17, special_health: 1",28,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\geo_ino.pdf,"standard_fio: 2, standard_address: 9, payment_cvv: 23, special_health: 2",36,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\geolog.pdf,"standard_fio: 1, standard_address: 13, payment_cvv: 11, special_health: 1",26,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\gidrolog.pdf,"standard_fio: 1, standard_address: 6, payment_cvv: 10, special_health: 3",20,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\gk6wsflsno7xkvnynehy33ugy7n098ue.pdf,"standard_fio: 7, standard_address: 27, payment_cvv: 41",75,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\gl_VII_exam_P120-OD_reglament_PK.pdf,"standard_fio: 1, standard_dob: 1, payment_cvv: 1",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\gl_VI_P120-OD_reglament_PK.pdf,"standard_fio: 1, standard_dob: 1, standard_address: 1, payment_cvv: 1",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\gl_V_exam_P120-OD_reglament_PK.pdf,"standard_fio: 1, standard_dob: 1, standard_address: 3, payment_cvv: 2",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\google_privacy_policy_en_eu.pdf,payment_cvv: 4,4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\google_terms_of_service_en_eu.pdf,"standard_email: 2, state_passport: 3, payment_cvv: 54",59,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\google_terms_of_service_nl_eu.pdf,"standard_email: 2, state_passport: 3, payment_cvv: 54",59,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\goslicense.pdf,"standard_fio: 6, standard_dob: 3, standard_address: 5, state_inn: 4, payment_cvv: 1",19,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\graf.pdf,"standard_address: 3, payment_cvv: 12",15,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\himiya.pdf,standard_address: 6,6,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\himiya_ino.pdf,standard_address: 7,7,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\hud_of.pdf,"standard_address: 3, payment_cvv: 3, special_health: 1",7,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ichki_tartib_qoidalar_2024.pdf,payment_cvv: 5,5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\incidents.json,"standard_phone: 24, standard_email: 4, payment_account: 22, payment_cvv: 67",117,УЗ-2,.json,AES-256 + RBAC + Аудит
Прочее\inf_teh.pdf,standard_fio: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\informatika.pdf,"standard_fio: 2, standard_dob: 2, standard_address: 4, state_passport: 1, state_inn: 1, payment_cvv: 9, special_health: 4",23,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ingak_description.pdf,"standard_fio: 2, standard_email: 1, standard_dob: 2, standard_address: 4, payment_cvv: 18",27,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\instr_PNO.pdf,payment_cvv: 3,3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ipa2014%20(1).docx,standard_address: 14,14,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\isk_int.pdf,"standard_fio: 3, standard_dob: 3, standard_address: 2, payment_cvv: 15, special_health: 11",34,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ist_arh.pdf,"standard_fio: 16, standard_address: 28, payment_cvv: 6, special_health: 11, special_religion: 15",76,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ist_isk.pdf,"standard_fio: 3, standard_address: 28, payment_cvv: 3, special_health: 10",44,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ist_soc_rab.pdf,"standard_fio: 2, standard_address: 19, payment_cvv: 5",26,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\it_resh.pdf,"standard_fio: 8, standard_dob: 1, payment_cvv: 26, special_health: 11",46,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\izo.pdf,"standard_address: 8, payment_cvv: 5",13,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\izveshenie-015.pdf,standard_address: 2,2,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\izveshenie_013.pdf,standard_address: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\izveshenie_014.pdf,"standard_fio: 2, standard_address: 1",3,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\kol_vo_m.pdf,standard_address: 7,7,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\kol_vo_m_ino_dop.pdf,standard_address: 11,11,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\komp_teh.pdf,standard_fio: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\lit_ino.pdf,"standard_fio: 1, standard_address: 6, payment_cvv: 2",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\lodz-university-of-technology-on-the-path-of-sustainable-development_0.pdf,payment_cvv: 40,40,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\m_lit.pdf,"standard_fio: 1, payment_cvv: 5",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\mash_ob.pdf,"standard_fio: 2, standard_dob: 3, standard_address: 2, payment_cvv: 18, special_health: 10",35,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\mat_mod.pdf,"standard_fio: 1, standard_address: 9, payment_cvv: 36, special_health: 2, special_race: 1",49,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\matematika.pdf,"standard_address: 6, payment_cvv: 4, special_health: 2",12,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\matematika_ino.pdf,"standard_address: 4, payment_cvv: 3, special_health: 2",9,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\mc201109.pdf,"standard_email: 12, standard_dob: 21, standard_address: 5, payment_cvv: 397, special_health: 1",436,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\mc201205.pdf,"standard_phone: 1, standard_email: 11, standard_dob: 11, standard_address: 8, payment_cvv: 311, special_health: 2",344,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\mc201308.pdf,"standard_email: 23, standard_dob: 16, standard_address: 2, payment_cvv: 510, special_health: 4",555,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\mechanical_engg_2025.pdf,"standard_email: 1, payment_cvv: 8",9,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\meteorolog.pdf,"standard_fio: 1, standard_address: 3, payment_cvv: 7, special_health: 3",14,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\metod_prof.pdf,"standard_address: 8, payment_cvv: 6, special_health: 2",16,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\metod_r.pdf,"standard_fio: 5, standard_phone: 1, standard_email: 1, standard_dob: 32, standard_address: 2, payment_cvv: 17",58,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\mpharma_2025.pdf,"standard_email: 1, payment_cvv: 6",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\mpt_2025.pdf,"standard_email: 1, payment_cvv: 6",7,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\mtech_2025.pdf,"standard_email: 1, payment_cvv: 5",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ni_grant.pdf,"standard_fio: 4, standard_dob: 2, standard_address: 3, payment_cvv: 6, special_health: 2",17,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\obrab_inf.pdf,"standard_fio: 4, standard_address: 2, payment_cvv: 13",19,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\obsh.pdf,"standard_fio: 2, standard_dob: 1, standard_address: 5, payment_cvv: 2, special_race: 1",11,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\obsh_e.pdf,"standard_address: 1, payment_cvv: 1, special_health: 4",6,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_alg.pdf,"payment_cvv: 7, special_health: 7",14,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_bio.pdf,"standard_address: 3, payment_cvv: 13, special_health: 4",20,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_el.pdf,"standard_address: 5, payment_cvv: 17, special_health: 9",31,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_geo_obr.pdf,"standard_fio: 3, standard_address: 10, payment_cvv: 23, special_health: 2",38,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_hud_d.pdf,"standard_address: 3, payment_cvv: 2, special_health: 1",6,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_mat_obr.pdf,"standard_fio: 6, standard_address: 3, payment_cvv: 4, special_health: 2",15,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_serv.pdf,"standard_fio: 3, standard_address: 9, payment_cvv: 13, special_health: 3",28,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_soc_ped.pdf,"standard_fio: 1, standard_dob: 2, standard_address: 9, payment_cvv: 8",20,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_soc_rab.pdf,"standard_address: 12, payment_cvv: 22, special_health: 1",35,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osn_turism.pdf,"standard_address: 5, payment_cvv: 12, special_health: 1",18,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\osob_prava.pdf,"standard_fio: 1, standard_address: 1, payment_cvv: 11",13,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\otbor_k.pdf,"standard_fio: 60, standard_phone: 71, standard_email: 110, standard_address: 2, state_passport: 2, state_inn: 2, payment_cvv: 107",354,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\p805_2021.pdf,"standard_dob: 4, standard_address: 1, payment_cvv: 3",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pamyatka.pdf,"standard_fio: 1, standard_phone: 2, standard_email: 1, payment_cvv: 6",10,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ped_d.pdf,"standard_address: 2, payment_cvv: 5, special_health: 4",11,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ped_doshk.pdf,"standard_fio: 1, standard_dob: 3, standard_address: 7, payment_cvv: 7, special_health: 1",19,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ped_nach.pdf,"standard_address: 13, payment_cvv: 1, special_health: 6",20,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\pedagogika.pdf,"standard_fio: 1, standard_dob: 1, standard_address: 5, payment_cvv: 7, special_health: 1",15,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2023_01.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 469",482,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2023_02.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 471",484,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2024.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 437",450,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2024_01.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 459",472,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2024_02.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 463",476,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2025.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 435",448,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2025_01.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 464",477,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pfhd_2025_02.pdf,"standard_phone: 1, standard_dob: 2, standard_address: 8, state_passport: 1, state_inn: 1, payment_cvv: 475",488,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ph.pdf,"standard_address: 7, payment_cvv: 1",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ph_ino.pdf,"standard_address: 7, payment_cvv: 1",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pharm_d_2025.pdf,"standard_email: 1, payment_cvv: 5",6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\physical%20Culture%20and%20sport.pdf,"standard_email: 1, payment_cvv: 7",8,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\plan-meropriyatij-bgtu-k-80-letiyu-osvobozhdeniya.pdf,"standard_fio: 1, standard_address: 2",3,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\politika-obrabotki-dannyh-tassru.docx,"standard_email: 1, standard_dob: 45, standard_address: 3, payment_cvv: 79, special_health: 3",131,УЗ-1,.docx,AES-256 + RBAC + Аудит
Прочее\polozhenie-po-okazaniyu-situaczionnoj-pomoshhi-invalidam.pdf,"standard_address: 4, special_health: 3",7,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\polozhenie_econom.pdf,"standard_dob: 1, standard_address: 4, payment_cvv: 2, special_health: 1",8,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\polozhenie_o_thesis_2024.pdf,"standard_fio: 2, standard_dob: 2, standard_address: 2, payment_cvv: 12, special_health: 12",30,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\poriadok_otbora.pdf,standard_address: 1,1,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\poryadok asp 1259.docx,payment_cvv: 2,2,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\posih.pdf,"standard_fio: 2, standard_address: 1, special_health: 1",4,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\pp-bsm.pdf,"standard_fio: 32, standard_dob: 11, standard_address: 18, payment_cvv: 92, special_health: 6",159,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\pr.doc,"standard_fio: 2, standard_address: 3, payment_cvv: 1",6,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\pr10_15092012.pdf,"standard_email: 1, payment_cvv: 2",3,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pr5_25102012.pdf,payment_cvv: 1,1,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pr6_09022013.pdf,payment_cvv: 2,2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pr7.pdf,payment_cvv: 1,1,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pr8_19042013.pdf,payment_cvv: 1,1,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\pravila-vnutrennego-trudovogo-rasporyadka-bgtu.pdf,"standard_fio: 6, standard_dob: 4, standard_address: 5, payment_cvv: 13, special_health: 1",29,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\pravila_priema_v_bakalavriat_spetsialitet_bazov_vo_magistraturu_spets_vo_na_2025-26.pdf,"standard_fio: 24, standard_dob: 10, standard_address: 1, payment_cvv: 105, special_health: 6",146,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\price-2025.pdf,"standard_fio: 3, standard_phone: 2, standard_email: 1, payment_cvv: 33",39,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\prikaz_N_1010_1_ot_20.11.2018_.pdf,standard_dob: 22,22,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\prikaz_N_1022_ot_21.11.2018_.pdf,standard_dob: 14,14,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\prikaz_N_675_ot_30.08.2018_.pdf,"standard_dob: 26, payment_cvv: 13",39,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\prikl_mat.pdf,"standard_address: 5, payment_cvv: 30, special_health: 1",36,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\procedures-and-policies-for-maintenance.pdf,payment_cvv: 2,2,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\processing__agreement.pdf,"standard_fio: 22, standard_phone: 2, standard_email: 1, standard_dob: 50, standard_address: 17, state_passport: 1, state_inn: 1, payment_cvv: 79, special_health: 2",175,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\program.pdf,"standard_fio: 4, standard_address: 2, payment_cvv: 8, special_health: 10",24,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\protokol_21.pdf,"standard_fio: 21, standard_phone: 1, standard_email: 1, standard_address: 2, payment_cvv: 2",27,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\protokol_25.pdf,"standard_fio: 18, standard_phone: 1, standard_email: 1, standard_address: 2, payment_cvv: 1",23,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\psih_obr.pdf,"standard_address: 8, payment_cvv: 16, special_health: 2",26,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\rasp1426-p_20140814.pdf,"standard_fio: 15, standard_dob: 1, standard_address: 2, payment_cvv: 112, special_health: 9",139,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\rasp167H_20130426.pdf,"standard_fio: 7, standard_dob: 3, standard_address: 3, payment_cvv: 1",14,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\rasp2190-p_20121126.pdf,"standard_fio: 83, standard_address: 28, payment_cvv: 232, special_health: 5",348,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\rasp504_20130930.pdf,"standard_fio: 2, standard_dob: 1, standard_address: 4, payment_cvv: 17, special_health: 8",32,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\rasp722-p_20140430.pdf,"standard_fio: 12, standard_phone: 1, standard_address: 7, payment_cvv: 29, special_health: 1",50,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\rasp_dop_mag.pdf,"standard_fio: 1, standard_dob: 73",74,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\rasp_prezRF.pdf,"standard_fio: 4, payment_cvv: 1",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\report_07112022.pdf,"standard_fio: 11, standard_dob: 5, standard_address: 10, payment_cvv: 54, special_health: 14",94,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\requisites.pdf,"standard_fio: 5, standard_phone: 6, standard_email: 1, standard_dob: 1, standard_address: 9, state_passport: 5, state_inn: 5, payment_account: 5, payment_bik: 5, payment_cvv: 10",52,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ris.pdf,"standard_address: 2, payment_cvv: 3",5,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ris_cher.pdf,"standard_address: 3, payment_cvv: 15",18,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\ris_zhiv.pdf,"standard_address: 7, payment_cvv: 7, special_health: 3",17,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\rp23-11-2006-N1616-p.pdf,"standard_fio: 6, standard_address: 12, payment_cvv: 1",19,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\rules_01_2025.pdf,"standard_fio: 7, standard_address: 7, payment_cvv: 98, special_health: 6",118,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\ry_ino.pdf,"standard_fio: 2, payment_cvv: 8",10,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\samoobsled_2024.pdf,"standard_fio: 17, standard_phone: 1, standard_dob: 4, standard_address: 58, state_snils: 1, payment_cvv: 389, special_health: 32, special_race: 1",503,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\scientific%20journal.doc,payment_cvv: 20,20,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\social2023.pdf,"standard_dob: 2, payment_cvv: 45",47,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\social2024.pdf,"standard_dob: 2, payment_cvv: 67",69,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\soglasie_leadplan.pdf,"standard_fio: 1, standard_email: 3, standard_dob: 5, standard_address: 3, state_passport: 2, state_inn: 2, payment_cvv: 7",23,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\spec_him.pdf,"standard_address: 1, payment_cvv: 1, special_health: 1",3,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\spec_ped.pdf,"standard_address: 11, payment_cvv: 5, special_health: 3",19,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\spisok_shablon.docx,standard_fio: 1,1,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\sport_podg_ino.pdf,"standard_dob: 5, standard_address: 4, payment_cvv: 13",22,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\sport_sover.pdf,"standard_fio: 6, standard_dob: 5, standard_address: 8, payment_cvv: 16",35,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\sred_zp_adm_2017.pdf,"standard_fio: 11, payment_cvv: 22",33,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\standing order about Scientific research institute  of Physics.pdf,"standard_address: 2, payment_cvv: 52, special_health: 10",64,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\stranoved.pdf,"standard_fio: 2, standard_address: 10, payment_cvv: 23, special_health: 2",37,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\sved_dohod_2023.pdf,"standard_fio: 12, standard_phone: 1, standard_email: 1, standard_dob: 1, state_passport: 1, state_inn: 1, payment_cvv: 24",41,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\sved_o_d_f_g_2014.docx,standard_address: 6,6,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\sved_o_d_f_k_2014.docx,"standard_fio: 1, standard_address: 2",3,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\sved_o_d_f_m_2014.docx,"standard_fio: 3, standard_address: 6",9,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\sved_o_d_f_n_2014.doc,"standard_fio: 3, standard_address: 6",9,УЗ-4,.doc,Контроль доступа + Сверка
Прочее\sved_o_d_f_u_2014.docx,standard_address: 1,1,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\sved_o_d_f_v_2014.doc,"standard_fio: 2, standard_dob: 2, standard_address: 2, payment_cvv: 4",10,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\sved_o_d_r_2012-2014.docx,standard_address: 3,3,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\teacher_instruction_new.pdf,"standard_phone: 1, standard_email: 1, payment_cvv: 2",4,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\tehn_int.pdf,"standard_fio: 1, standard_dob: 3, standard_address: 4, payment_cvv: 15, special_health: 3",26,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\tehn_int_d.pdf,"standard_address: 1, payment_cvv: 2, special_health: 1",4,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\teor_osn.pdf,"standard_fio: 6, standard_address: 12, payment_cvv: 12, special_health: 15",45,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\u_konsor.doc,"standard_fio: 30, standard_email: 64, standard_address: 27, payment_cvv: 93",214,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\ujj532ypug9ufeambtzkzh6kfdqoa6yp.pdf,standard_address: 2,2,УЗ-4,.pdf,Контроль доступа + Сверка
Прочее\ukaz597_20120507.pdf,"standard_fio: 8, standard_address: 14, payment_cvv: 6",28,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\umn_gor.pdf,"standard_fio: 5, standard_address: 10, payment_cvv: 49, special_health: 16",80,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\upr_izm.pdf,"standard_address: 3, payment_cvv: 23, special_health: 14",40,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\upr_kiber.pdf,"standard_fio: 1, standard_address: 4, payment_cvv: 17, special_health: 11",33,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\upr_pr.pdf,"payment_cvv: 8, special_health: 13",21,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\upr_proc.pdf,"standard_fio: 5, standard_address: 10, payment_cvv: 49, special_health: 16",80,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\user_registration_in_EBS_Lan.docx,standard_email: 2,2,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\v-profsoyuz-rabotnika-yufu2024.doc,"standard_fio: 2, standard_dob: 2, standard_address: 2, payment_cvv: 4",10,УЗ-2,.doc,AES-256 + RBAC + Аудит
Прочее\vesna_fizfak.docx,standard_fio: 1,1,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\vozr_psih.pdf,"standard_address: 6, payment_cvv: 23, special_health: 2",31,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\vsp_isp_ogran_zdorov.pdf,"payment_cvv: 1, special_health: 2",3,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\web_pril.pdf,"standard_fio: 2, payment_cvv: 5, special_health: 2",9,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\web_razr.pdf,"payment_cvv: 2, special_health: 1",3,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\wpm5skhpgcr5ncwf6dwz92dutt9ucc13.pdf,"standard_fio: 25, standard_address: 43, payment_cvv: 38, special_health: 19",125,УЗ-1,.pdf,AES-256 + RBAC + Аудит
Прочее\yetkinlik-ve-performans.pdf,payment_cvv: 6,6,УЗ-2,.pdf,AES-256 + RBAC + Аудит
Прочее\zayavlenie_kursi_2019.docx,"standard_dob: 1, payment_cvv: 1",2,УЗ-2,.docx,AES-256 + RBAC + Аудит
Прочее\zayv_shablon.docx,standard_fio: 1,1,УЗ-4,.docx,Контроль доступа + Сверка
Прочее\zhiv.pdf,"standard_address: 7, payment_cvv: 4, special_health: 3",14,УЗ-1,.pdf,AES-256 + RBAC + Аудит
